Game,Nodes,Edges,Algorithm,Status,Time_ms,Peak_Memory_MB
Random_1,10000000,25819810,tl,OK,5291.653608,2751.8066
Random_1,10000000,25819810,zlk,OK,7092.308923,3130.1985
Random_1,10000000,25819810,pzlk,OK,2363.020798,3284.1836
Random_1,10000000,25819810,ptl,OK,5705.612151,2751.8936
Random_2,10000000,25824243,tl,OK,7400.9036940000005,2751.9087
Random_2,10000000,25824243,zlk,OK,11804.630953,4140.9077
Random_2,10000000,25824243,pzlk,OK,4750.427473000001,4294.6953
Random_2,10000000,25824243,ptl,OK,7701.136456,2781.3726
Random_3,10000000,25823324,tl,OK,4988.811503,2751.8655
Random_3,10000000,25823324,zlk,OK,7435.854546,3454.4187
Random_3,10000000,25823324,pzlk,OK,2690.93274,3608.273
Random_3,10000000,25823324,ptl,OK,5215.9032019999995,2781.329
Random_4,10000000,25816483,tl,OK,5787.975420000001,2751.822
Random_4,10000000,25816483,zlk,OK,6441.062819,3320.8577
Random_4,10000000,25816483,pzlk,OK,2139.4171229999997,3448.858
Random_4,10000000,25816483,ptl,OK,6168.187132,2781.286
Random_5,10000000,25816727,tl,OK,7023.011586,2751.8445
Random_5,10000000,25816727,zlk,OK,13585.814664000001,3454.4167
Random_5,10000000,25816727,pzlk,OK,3928.4965180000004,3608.2813
Random_5,10000000,25816727,ptl,OK,7102.328959,2781.3083
