Game,Nodes,Edges,Algorithm,Status,Time_ms,Peak_Memory_MB
tc+_10.txt,1160,2350,fpi,OK,1138.479425,0.29712963
tc+_11.txt,1518,3080,fpi,OK,3400.957056,0.38106346
tc+_12.txt,1944,3948,fpi,OK,10089.991188999998,0.4823904
tc+_13.txt,2444,4966,fpi,OK,29495.627557,0.62045574
tc+_14.txt,3024,6146,fpi,OK,80590.318612,0.75709057
